Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSCAFG00845016044,RLN2,ENSG00000120211,INSL4
ENSCAFG00845016044,RLN2,ENSG00000107014,RLN2
ENSCAFG00845016044,RLN2,ENSG00000107018,RLN1
ENSCAFG00845016045,ESCO1,ENSG00000141446,ESCO1
ENSCAFG00845016048,GTF2H1,ENSG00000110768,GTF2H1
ENSCAFG00845016049,CALML6,ENSG00000169885,CALML6
ENSCAFG00845016051,CDK5RAP3,ENSG00000108465,CDK5RAP3
ENSCAFG00845016052,SRPX2,ENSG00000102359,SRPX2
ENSCAFG00845016054,PPP2CB,ENSG00000104695,PPP2CB
ENSCAFG00845016056,AKAP10,ENSG00000108599,AKAP10
ENSCAFG00845016058,CCND3,ENSG00000112576,CCND3
ENSCAFG00845016060,ENSCAFG00845016060,ENSG00000208014,MIR653
ENSCAFG00845016061,SNU13,ENSG00000100138,SNU13
ENSCAFG00845016063,OR6K3,ENSG00000203757,OR6K3
ENSCAFG00845016064,ACAA2,ENSG00000167315,ACAA2
ENSCAFG00845016065,ZMYND15,ENSG00000141497,ZMYND15
ENSCAFG00845016066,CLEC11A,ENSG00000105472,CLEC11A
ENSCAFG00845016069,TSC1,ENSG00000165699,TSC1
ENSCAFG00845016070,PLGRKT,ENSG00000107020,PLGRKT
ENSCAFG00845016072,PRDX3,ENSG00000165672,PRDX3
ENSCAFG00845016075,OR5K18,ENSG00000206536,OR5K3
ENSCAFG00845016076,ENSCAFG00845016076,ENSG00000255181,CCDC166
ENSCAFG00845016077,U6,ENSG00000199289,RNU6-502P
ENSCAFG00845016077,U6,ENSG00000207331,RNU6-1263P
ENSCAFG00845016079,CLDN19,ENSG00000164007,CLDN19
ENSCAFG00845016080,ENSCAFG00845016080,ENSG00000170925,TEX13B
ENSCAFG00845016081,XPO1,ENSG00000082898,XPO1
ENSCAFG00845016082,ENSCAFG00845016082,ENSG00000168131,OR2B2
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000186803,IFNA10
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000236637,IFNA4
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000233816,IFNA13
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000137080,IFNA21
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000214042,IFNA7
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000228083,IFNA14
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000234829,IFNA17
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000120235,IFNA6
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000197919,IFNA1
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000188379,IFNA2
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000120242,IFNA8
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000147873,IFNA5
ENSCAFG00845016083,ENSCAFG00845016083,ENSG00000147885,IFNA16
ENSCAFG00845016084,TSC2,ENSG00000103197,TSC2
ENSCAFG00845016086,ENSCAFG00845016086,ENSG00000137575,SDCBP
ENSCAFG00845016088,ENSCAFG00845016088,ENSG00000118894,EEF2KMT
ENSCAFG00845016088,ENSCAFG00845016088,ENSG00000145002,FAM86B2
ENSCAFG00845016088,ENSCAFG00845016088,ENSG00000186523,FAM86B1
ENSCAFG00845016089,ENSCAFG00845016089,ENSG00000170906,NDUFA3
ENSCAFG00845016090,ENSCAFG00845016090,ENSG00000231861,OR5K2
ENSCAFG00845016090,ENSCAFG00845016090,ENSG00000232382,OR5K1
ENSCAFG00845016091,CFAP74,ENSG00000142609,CFAP74
ENSCAFG00845016093,GSN,ENSG00000148180,GSN
ENSCAFG00845016097,ACOT8,ENSG00000101473,ACOT8
ENSCAFG00845016098,CCNB2,ENSG00000157456,CCNB2
ENSCAFG00845016101,MAPK15,ENSG00000181085,MAPK15
ENSCAFG00845016102,NCKAP1,ENSG00000061676,NCKAP1
ENSCAFG00845016103,HID1,ENSG00000167861,HID1
ENSCAFG00845016104,ENSCAFG00845016104,ENSG00000255501,CARD18
ENSCAFG00845016107,CD274,ENSG00000120217,CD274
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000186803,IFNA10
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000236637,IFNA4
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000233816,IFNA13
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000137080,IFNA21
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000214042,IFNA7
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000228083,IFNA14
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000234829,IFNA17
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000120235,IFNA6
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000197919,IFNA1
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000188379,IFNA2
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000120242,IFNA8
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000147873,IFNA5
ENSCAFG00845016109,ENSCAFG00845016109,ENSG00000147885,IFNA16
ENSCAFG00845016110,ENSCAFG00845016110,ENSG00000283745,MIR196B
ENSCAFG00845016114,ENSCAFG00845016114,ENSG00000170899,GSTA4
ENSCAFG00845016118,ENSCAFG00845016118,ENSG00000163424,TEX55
ENSCAFG00845016119,IL1RAPL2,ENSG00000189108,IL1RAPL2
ENSCAFG00845016120,TMPRSS12,ENSG00000186452,TMPRSS12
ENSCAFG00845016121,ZNF133,ENSG00000125846,ZNF133
ENSCAFG00845016123,SPOCK1,ENSG00000152377,SPOCK1
ENSCAFG00845016124,MYCN,ENSG00000134323,MYCN
ENSCAFG00845016126,NMS,ENSG00000204640,NMS
ENSCAFG00845016127,CPN1,ENSG00000120054,CPN1
ENSCAFG00845016129,ENSCAFG00845016129,ENSG00000143862,ARL8A
ENSCAFG00845016130,SLC25A37,ENSG00000147454,SLC25A37
ENSCAFG00845016131,SPP1,ENSG00000118785,SPP1
ENSCAFG00845016132,NCOR2,ENSG00000196498,NCOR2
ENSCAFG00845016134,NIPA2,ENSG00000140157,NIPA2
ENSCAFG00845016135,YBX1,ENSG00000065978,YBX1
ENSCAFG00845016136,U4,ENSG00000222727,RNU4-64P
ENSCAFG00845016137,MIR491,ENSG00000207609,MIR491
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000186803,IFNA10
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000236637,IFNA4
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000233816,IFNA13
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000137080,IFNA21
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000214042,IFNA7
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000228083,IFNA14
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000234829,IFNA17
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000120235,IFNA6
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000197919,IFNA1
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000188379,IFNA2
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000120242,IFNA8
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000147873,IFNA5
ENSCAFG00845016139,ENSCAFG00845016139,ENSG00000147885,IFNA16
ENSCAFG00845016141,TGFBR3,ENSG00000069702,TGFBR3
ENSCAFG00845016142,SHANK1,ENSG00000161681,SHANK1
ENSCAFG00845016143,ENSCAFG00845016143,ENSG00000197417,SHPK
ENSCAFG00845016143,ENSCAFG00845016143,ENSG00000262304,ENSG00000262304
ENSCAFG00845016147,ZSWIM3,ENSG00000132801,ZSWIM3
ENSCAFG00845016148,HOXA10,ENSG00000253293,HOXA10
ENSCAFG00845016150,PKP2,ENSG00000057294,PKP2
ENSCAFG00845016151,SPTA1,ENSG00000163554,SPTA1
ENSCAFG00845016153,CCNE2,ENSG00000175305,CCNE2
ENSCAFG00845016154,DYNLRB1,ENSG00000125971,DYNLRB1
ENSCAFG00845016156,COPZ2,ENSG00000005243,COPZ2
ENSCAFG00845016160,U6,ENSG00000252611,RNU6-1121P
ENSCAFG00845016161,ENSCAFG00845016161,ENSG00000135930,EIF4E2
ENSCAFG00845016162,TEX11,ENSG00000120498,TEX11
ENSCAFG00845016163,BEST2,ENSG00000039987,BEST2
ENSCAFG00845016165,AMD1,ENSG00000123505,AMD1
ENSCAFG00845016166,CYRIA,ENSG00000197872,CYRIA
ENSCAFG00845016167,GRK5,ENSG00000198873,GRK5
ENSCAFG00845016168,LCTL,ENSG00000188501,LCTL
ENSCAFG00845016170,SS18L1,ENSG00000184402,SS18L1
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000186803,IFNA10
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000236637,IFNA4
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000233816,IFNA13
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000137080,IFNA21
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000214042,IFNA7
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000228083,IFNA14
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000234829,IFNA17
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000120235,IFNA6
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000197919,IFNA1
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000188379,IFNA2
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000120242,IFNA8
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000147873,IFNA5
ENSCAFG00845016171,ENSCAFG00845016171,ENSG00000147885,IFNA16
ENSCAFG00845016172,ENSCAFG00845016172,ENSG00000166441,RPL27A
ENSCAFG00845016173,UPK1B,ENSG00000114638,UPK1B
ENSCAFG00845016174,CLDND1,ENSG00000080822,CLDND1
ENSCAFG00845016175,ENSCAFG00845016175,ENSG00000174339,OR2Y1
ENSCAFG00845016176,IL13RA2,ENSG00000123496,IL13RA2
ENSCAFG00845016178,ENSCAFG00845016178,ENSG00000202189,SNORA30B
ENSCAFG00845016181,ERLIN1,ENSG00000107566,ERLIN1
ENSCAFG00845016182,ZSWIM1,ENSG00000168612,ZSWIM1
ENSCAFG00845016183,SYTL4,ENSG00000102362,SYTL4
ENSCAFG00845016184,GABRD,ENSG00000187730,GABRD
ENSCAFG00845016185,FOXF2,ENSG00000137273,FOXF2
ENSCAFG00845016187,U6,ENSG00000206606,RNU6-1296P
ENSCAFG00845016188,FAM161A,ENSG00000170264,FAM161A
ENSCAFG00845016189,ENSCAFG00845016189,ENSG00000207656,MIR489
ENSCAFG00845016191,ANXA3,ENSG00000138772,ANXA3
ENSCAFG00845016193,UBXN8,ENSG00000104691,UBXN8
ENSCAFG00845016195,CMPK1,ENSG00000162368,CMPK1
ENSCAFG00845016196,NIPA1,ENSG00000170113,NIPA1
ENSCAFG00845016197,ENSCAFG00845016197,ENSG00000221545,MIR1255B2
ENSCAFG00845016199,IFNA7,ENSG00000186803,IFNA10
ENSCAFG00845016199,IFNA7,ENSG00000236637,IFNA4
ENSCAFG00845016199,IFNA7,ENSG00000233816,IFNA13
ENSCAFG00845016199,IFNA7,ENSG00000137080,IFNA21
ENSCAFG00845016199,IFNA7,ENSG00000214042,IFNA7
ENSCAFG00845016199,IFNA7,ENSG00000228083,IFNA14
ENSCAFG00845016199,IFNA7,ENSG00000234829,IFNA17
ENSCAFG00845016199,IFNA7,ENSG00000120235,IFNA6
ENSCAFG00845016199,IFNA7,ENSG00000197919,IFNA1
ENSCAFG00845016199,IFNA7,ENSG00000188379,IFNA2
ENSCAFG00845016199,IFNA7,ENSG00000120242,IFNA8
ENSCAFG00845016199,IFNA7,ENSG00000147873,IFNA5
ENSCAFG00845016199,IFNA7,ENSG00000147885,IFNA16
ENSCAFG00845016200,CSGALNACT1,ENSG00000147408,CSGALNACT1
ENSCAFG00845016202,HOXA11,ENSG00000005073,HOXA11
ENSCAFG00845016203,FAM83H,ENSG00000180921,FAM83H
ENSCAFG00845016204,SLC38A8,ENSG00000166558,SLC38A8
ENSCAFG00845016207,COX11,ENSG00000166260,COX11
ENSCAFG00845016208,ENSCAFG00845016208,ENSG00000197279,ZNF165
ENSCAFG00845016210,ENSCAFG00845016210,ENSG00000161921,CXCL16
ENSCAFG00845016211,SNORA62,ENSG00000206760,SNORA6
ENSCAFG00845016213,SPATA25,ENSG00000149634,SPATA25
ENSCAFG00845016215,NRK,ENSG00000123572,NRK
ENSCAFG00845016220,NCKAP1L,ENSG00000123338,NCKAP1L
ENSCAFG00845016222,GET3,ENSG00000198356,GET3
ENSCAFG00845016223,ENSCAFG00845016223,ENSG00000199177,MIR31
ENSCAFG00845016224,GPR37L1,ENSG00000170075,GPR37L1
ENSCAFG00845016225,ENSCAFG00845016225,ENSG00000167863,ATP5PD
ENSCAFG00845016226,ADGRV1,ENSG00000164199,ADGRV1
ENSCAFG00845016227,MTG2,ENSG00000101181,MTG2
ENSCAFG00845016229,MYO1E,ENSG00000157483,MYO1E
ENSCAFG00845016230,MSI2,ENSG00000153944,MSI2
ENSCAFG00845016232,PDCD1LG2,ENSG00000197646,PDCD1LG2
ENSCAFG00845016235,HACD4,ENSG00000188921,HACD4
ENSCAFG00845016236,TP53INP1,ENSG00000164938,TP53INP1
ENSCAFG00845016237,RAD51AP2,ENSG00000214842,RAD51AP2
ENSCAFG00845016242,DUSP19,ENSG00000162999,DUSP19
ENSCAFG00845016243,LIPG,ENSG00000101670,LIPG
ENSCAFG00845016245,PKD2,ENSG00000118762,PKD2
ENSCAFG00845016246,HDAC3,ENSG00000171720,HDAC3
ENSCAFG00845016247,NEURL2,ENSG00000124257,NEURL2
ENSCAFG00845016248,NBEAL1,ENSG00000144426,NBEAL1
ENSCAFG00845016250,TAF8,ENSG00000137413,TAF8
ENSCAFG00845016251,ENSCAFG00845016251,ENSG00000167863,ATP5PD
ENSCAFG00845016252,CHST10,ENSG00000115526,CHST10
ENSCAFG00845016253,ATF1,ENSG00000123268,ATF1
ENSCAFG00845016254,ENSCAFG00845016254,ENSG00000112799,LY86
ENSCAFG00845016256,MED11,ENSG00000161920,MED11
ENSCAFG00845016257,CHUK,ENSG00000213341,CHUK
ENSCAFG00845016259,PPIH,ENSG00000171960,PPIH
ENSCAFG00845016262,ACTL6A,ENSG00000136518,ACTL6A
ENSCAFG00845016263,HOXA13,ENSG00000106031,HOXA13
ENSCAFG00845016265,GCFC2,ENSG00000005436,GCFC2
ENSCAFG00845016267,HRH3,ENSG00000101180,HRH3
ENSCAFG00845016271,ULK2,ENSG00000083290,ULK2
ENSCAFG00845016272,SPACA9,ENSG00000165698,SPACA9
ENSCAFG00845016273,FAM241A,ENSG00000174749,FAM241A
ENSCAFG00845016274,RAB13,ENSG00000285641,ENSG00000285641
ENSCAFG00845016274,RAB13,ENSG00000143545,RAB13
ENSCAFG00845016275,GNGT1,ENSG00000127928,GNGT1
ENSCAFG00845016276,TRIR,ENSG00000123144,TRIR
ENSCAFG00845016277,GREB1L,ENSG00000141449,GREB1L
ENSCAFG00845016278,PIGU,ENSG00000101464,PIGU
ENSCAFG00845016279,B4GALT4,ENSG00000121578,B4GALT4
ENSCAFG00845016281,ENSCAFG00845016281,ENSG00000164294,GPX8
ENSCAFG00845016282,XRCC6,ENSG00000196419,XRCC6
ENSCAFG00845016285,ENSCAFG00845016285,ENSG00000207947,MIR152
ENSCAFG00845016286,VSNL1,ENSG00000163032,VSNL1
ENSCAFG00845016288,MTAP,ENSG00000099810,MTAP
ENSCAFG00845016288,MTAP,ENSG00000264545,ENSG00000264545
ENSCAFG00845016289,OTOP3,ENSG00000182938,OTOP3
ENSCAFG00845016290,AEBP2,ENSG00000139154,AEBP2
ENSCAFG00845016291,SCN2A,ENSG00000136531,SCN2A
ENSCAFG00845016292,OSGIN1,ENSG00000103154,NECAB2
ENSCAFG00845016293,IFNB1,ENSG00000171855,IFNB1
ENSCAFG00845016296,CTNS,ENSG00000040531,CTNS
ENSCAFG00845016298,RELL2,ENSG00000164620,RELL2
ENSCAFG00845016301,ENSCAFG00845016301,ENSG00000221944,TIGD1
ENSCAFG00845016303,RPF2,ENSG00000155115,GTF3C6
ENSCAFG00845016304,LRRCC1,ENSG00000133739,LRRCC1
ENSCAFG00845016306,MOBP,ENSG00000168314,MOBP
ENSCAFG00845016307,PRPF18,ENSG00000282246,ENSG00000282246
ENSCAFG00845016307,PRPF18,ENSG00000165630,PRPF18
ENSCAFG00845016310,ENSCAFG00845016310,ENSG00000145220,LYAR
ENSCAFG00845016311,TM4SF20,ENSG00000168955,TM4SF20
ENSCAFG00845016313,ENSCAFG00845016313,ENSG00000054598,FOXC1
ENSCAFG00845016314,EVX1,ENSG00000106038,EVX1
ENSCAFG00845016318,ENSCAFG00845016318,ENSG00000172421,EFCAB3
ENSCAFG00845016320,C19orf81,ENSG00000235034,C19orf81
ENSCAFG00845016321,RWDD4,ENSG00000182552,RWDD4
ENSCAFG00845016322,CWF19L1,ENSG00000095485,CWF19L1
ENSCAFG00845016323,ENSCAFG00845016323,ENSG00000080819,CPOX
ENSCAFG00845016323,ENSCAFG00845016323,ENSG00000285635,ENSG00000285635
ENSCAFG00845016324,INTS10,ENSG00000104613,INTS10
ENSCAFG00845016328,RNPEP,ENSG00000176393,RNPEP
ENSCAFG00845016331,JTB,ENSG00000285779,ENSG00000285779
ENSCAFG00845016331,JTB,ENSG00000143543,JTB
ENSCAFG00845016332,CTSA,ENSG00000064601,CTSA
ENSCAFG00845016336,CHRNA1,ENSG00000138435,CHRNA1
ENSCAFG00845016337,MFSD11,ENSG00000092931,MFSD11
ENSCAFG00845016341,NUP35,ENSG00000163002,NUP35
ENSCAFG00845016342,OSBPL2,ENSG00000130703,OSBPL2
ENSCAFG00845016343,C6orf132,ENSG00000188112,C6orf132
ENSCAFG00845016345,NDUFAF6,ENSG00000156170,NDUFAF6
ENSCAFG00845016346,TNPO2,ENSG00000105576,TNPO2
ENSCAFG00845016348,ENSCAFG00845016348,ENSG00000212464,SNORA12
ENSCAFG00845016350,ENSCAFG00845016350,ENSG00000033011,ALG1
ENSCAFG00845016350,ENSCAFG00845016350,ENSG00000251287,ALG1L2
ENSCAFG00845016351,TFPI2,ENSG00000105825,TFPI2
ENSCAFG00845016353,ABCG2,ENSG00000118777,ABCG2
ENSCAFG00845016354,PELP1,ENSG00000141456,PELP1
ENSCAFG00845016358,OTOP2,ENSG00000183034,OTOP2
ENSCAFG00845016359,AK8,ENSG00000165695,AK8
ENSCAFG00845016360,ENSCAFG00845016360,ENSG00000171954,CYP4F22
ENSCAFG00845016363,TP53INP2,ENSG00000078804,TP53INP2
ENSCAFG00845016364,LONRF2,ENSG00000170500,LONRF2
ENSCAFG00845016365,ARHGAP31,ENSG00000031081,ARHGAP31
ENSCAFG00845016366,SYT3,ENSG00000213023,SYT3
ENSCAFG00845016367,IFNA5,ENSG00000186803,IFNA10
ENSCAFG00845016367,IFNA5,ENSG00000236637,IFNA4
ENSCAFG00845016367,IFNA5,ENSG00000233816,IFNA13
ENSCAFG00845016367,IFNA5,ENSG00000137080,IFNA21
ENSCAFG00845016367,IFNA5,ENSG00000214042,IFNA7
ENSCAFG00845016367,IFNA5,ENSG00000228083,IFNA14
ENSCAFG00845016367,IFNA5,ENSG00000234829,IFNA17
ENSCAFG00845016367,IFNA5,ENSG00000120235,IFNA6
ENSCAFG00845016367,IFNA5,ENSG00000197919,IFNA1
ENSCAFG00845016367,IFNA5,ENSG00000188379,IFNA2
ENSCAFG00845016367,IFNA5,ENSG00000120242,IFNA8
ENSCAFG00845016367,IFNA5,ENSG00000147873,IFNA5
ENSCAFG00845016367,IFNA5,ENSG00000147885,IFNA16
ENSCAFG00845016369,ENSCAFG00845016369,ENSG00000128731,HERC2
ENSCAFG00845016371,RGS10,ENSG00000148908,RGS10
ENSCAFG00845016375,ENSCAFG00845016375,ENSG00000178882,RFLNA
ENSCAFG00845016378,BMP2K,ENSG00000138756,BMP2K
ENSCAFG00845016379,YARS2,ENSG00000139131,YARS2
ENSCAFG00845016380,MRPL47,ENSG00000136522,MRPL47
ENSCAFG00845016382,U6,ENSG00000206996,RNU6-842P
ENSCAFG00845016383,U6,ENSG00000200220,RNU6-179P
ENSCAFG00845016384,RIC1,ENSG00000107036,RIC1
ENSCAFG00845016386,ID4,ENSG00000172201,ID4
ENSCAFG00845016387,MDM2,ENSG00000135679,MDM2
ENSCAFG00845016388,NFE2L1,ENSG00000082641,NFE2L1
ENSCAFG00845016389,BLOC1S2,ENSG00000196072,BLOC1S2
ENSCAFG00845016391,ENSCAFG00845016391,ENSG00000129084,PSMA1
ENSCAFG00845016392,CREB3L4,ENSG00000143578,CREB3L4
ENSCAFG00845016393,PBX2,ENSG00000204304,PBX2
ENSCAFG00845016394,ALDH3A1,ENSG00000108602,ALDH3A1
ENSCAFG00845016395,CSTF2,ENSG00000101811,CSTF2
ENSCAFG00845016396,RPL17,ENSG00000215472,RPL17-C18orf32
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000186803,IFNA10
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000236637,IFNA4
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000233816,IFNA13
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000137080,IFNA21
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000214042,IFNA7
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000228083,IFNA14
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000234829,IFNA17
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000120235,IFNA6
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000197919,IFNA1
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000188379,IFNA2
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000120242,IFNA8
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000147873,IFNA5
ENSCAFG00845016397,ENSCAFG00845016397,ENSG00000147885,IFNA16
ENSCAFG00845016399,ENSCAFG00845016399,ENSG00000283797,MIR29B1
ENSCAFG00845016400,AP1AR,ENSG00000138660,AP1AR
ENSCAFG00845016401,LDHC,ENSG00000166796,LDHC
ENSCAFG00845016402,ENSCAFG00845016402,ENSG00000127920,GNG11
ENSCAFG00845016404,ING2,ENSG00000168556,ING2
ENSCAFG00845016407,SERPINA7,ENSG00000123561,SERPINA7
ENSCAFG00845016408,USH1G,ENSG00000182040,USH1G
ENSCAFG00845016410,IDH3B,ENSG00000101365,IDH3B
ENSCAFG00845016411,FCHSD1,ENSG00000197948,FCHSD1
ENSCAFG00845016415,SMAD6,ENSG00000137834,SMAD6
ENSCAFG00845016416,DIP2B,ENSG00000066084,DIP2B
ENSCAFG00845016417,TBC1D20,ENSG00000125875,TBC1D20
ENSCAFG00845016418,ENSCAFG00845016418,ENSG00000161547,SRSF2
ENSCAFG00845016418,ENSCAFG00845016418,ENSG00000263465,SRSF8
ENSCAFG00845016420,ENSCAFG00845016420,ENSG00000284032,MIR29A
ENSCAFG00845016421,OSGIN1,ENSG00000140961,OSGIN1
ENSCAFG00845016422,ENSCAFG00845016422,ENSG00000106049,HIBADH
ENSCAFG00845016423,ENSCAFG00845016423,ENSG00000204344,STK19
ENSCAFG00845016424,RSPH1,ENSG00000160188,RSPH1
ENSCAFG00845016426,U6,ENSG00000238882,RNU6-329P
ENSCAFG00845016428,CDC7,ENSG00000097046,CDC7
ENSCAFG00845016430,STXBP4,ENSG00000166263,STXBP4
ENSCAFG00845016431,ZSCAN16,ENSG00000196812,ZSCAN16
ENSCAFG00845016433,PGLYRP2,ENSG00000161031,PGLYRP2
ENSCAFG00845016434,AGFG1,ENSG00000173744,AGFG1
ENSCAFG00845016435,USP47,ENSG00000170242,USP47
ENSCAFG00845016436,RPF2,ENSG00000197498,RPF2
ENSCAFG00845016438,CYP20A1,ENSG00000119004,CYP20A1
ENSCAFG00845016440,FAM81A,ENSG00000157470,FAM81A
ENSCAFG00845016441,OR10Z1,ENSG00000198967,OR10Z1
ENSCAFG00845016444,LRP8,ENSG00000157193,LRP8
ENSCAFG00845016448,ENSCAFG00845016448,ENSG00000175895,PLEKHF2
ENSCAFG00845016450,LRRC4B,ENSG00000131409,LRRC4B
ENSCAFG00845016451,TAX1BP3,ENSG00000213977,TAX1BP3
ENSCAFG00845016454,CCT4,ENSG00000115484,CCT4
ENSCAFG00845016456,TIMM17A,ENSG00000134375,TIMM17A
ENSCAFG00845016457,MBOAT1,ENSG00000172197,MBOAT1
ENSCAFG00845016458,KLF14,ENSG00000266265,KLF14
ENSCAFG00845016459,SLC39A1,ENSG00000143570,SLC39A1
ENSCAFG00845016462,OR6P1,ENSG00000186440,OR6P1
ENSCAFG00845016463,CDKN2AIP,ENSG00000168564,CDKN2AIP
ENSCAFG00845016464,BET1,ENSG00000105829,BET1
ENSCAFG00845016465,GPR15,ENSG00000154165,GPR15
ENSCAFG00845016466,CDKN2B,ENSG00000147883,CDKN2B
ENSCAFG00845016469,NOP56,ENSG00000101361,NOP56
ENSCAFG00845016471,GPSM3,ENSG00000213654,GPSM3
ENSCAFG00845016474,STIL,ENSG00000123473,STIL
ENSCAFG00845016475,GSR,ENSG00000104687,GSR
ENSCAFG00845016476,U6,ENSG00000212305,RNU6-679P
ENSCAFG00845016477,PKD2L1,ENSG00000107593,PKD2L1
ENSCAFG00845016480,ASPDH,ENSG00000204653,ASPDH
ENSCAFG00845016481,ZYX,ENSG00000159840,ZYX
ENSCAFG00845016482,ENSCAFG00845016482,ENSG00000100442,FKBP3
ENSCAFG00845016484,C16orf89,ENSG00000153446,C16orf89
ENSCAFG00845016485,METTL23,ENSG00000181038,METTL23
ENSCAFG00845016486,OR6Y1,ENSG00000197532,OR6Y1
ENSCAFG00845016487,HGSNAT,ENSG00000165102,HGSNAT
ENSCAFG00845016488,CFAP418,ENSG00000156172,CFAP418
ENSCAFG00845016489,ENSCAFG00845016489,ENSG00000112699,GMDS
ENSCAFG00845016490,GTF3C4,ENSG00000125484,GTF3C4
ENSCAFG00845016492,ZKSCAN8,ENSG00000198315,ZKSCAN8
ENSCAFG00845016493,LRCH2,ENSG00000130224,LRCH2
ENSCAFG00845016495,KLHL3,ENSG00000146021,KLHL3
ENSCAFG00845016496,EMC6,ENSG00000127774,EMC6
ENSCAFG00845016497,TMEM39A,ENSG00000176142,TMEM39A
ENSCAFG00845016498,ENSCAFG00845016498,ENSG00000149972,CNTN5
ENSCAFG00845016499,SNORD58,ENSG00000271982,SNORD58B
ENSCAFG00845016500,PWWP3B,ENSG00000157502,PWWP3B
ENSCAFG00845016503,RASAL3,ENSG00000105122,RASAL3
ENSCAFG00845016504,PELI2,ENSG00000139946,PELI2
ENSCAFG00845016505,NCOA6,ENSG00000198646,NCOA6
ENSCAFG00845016509,ANKRD9,ENSG00000156381,ANKRD9
ENSCAFG00845016511,SNORD58,ENSG00000206602,SNORD58A
ENSCAFG00845016513,LMOD1,ENSG00000163431,LMOD1
ENSCAFG00845016514,ENSCAFG00845016514,ENSG00000100418,DESI1
ENSCAFG00845016515,ENTPD4,ENSG00000197217,ENTPD4
ENSCAFG00845016516,RREB1,ENSG00000124782,RREB1
ENSCAFG00845016517,PLTP,ENSG00000100979,PLTP
ENSCAFG00845016519,SNORD57,ENSG00000226572,SNORD57
ENSCAFG00845016522,COPG2,ENSG00000213265,TSGA13
ENSCAFG00845016524,C15H12orf50,ENSG00000165805,C12orf50
ENSCAFG00845016529,PPM1K,ENSG00000163644,PPM1K
ENSCAFG00845016530,SNORD56,ENSG00000229686,SNORD56
ENSCAFG00845016531,SCRIB,ENSG00000180900,SCRIB
