Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSCAFG00845017827,ENSCAFG00845017827,ENSMUSG00000096498,Ighv2-5
ENSCAFG00845017827,ENSCAFG00845017827,ENSMUSG00000103939,Ighv3-4
ENSCAFG00845017827,ENSCAFG00845017827,ENSMUSG00000076674,Ighv3-8
ENSCAFG00845017828,U6,ENSMUSG00000119719,Gm22502
ENSCAFG00845017829,VPS39,ENSMUSG00000027291,Vps39
ENSCAFG00845017831,SZT2,ENSMUSG00000033253,Szt2
ENSCAFG00845017832,CEP44,ENSMUSG00000038215,Cep44
ENSCAFG00845017833,ENSCAFG00845017833,ENSMUSG00000038991,Txndc5
ENSCAFG00845017836,FAM111A,ENSMUSG00000024691,Fam111a
ENSCAFG00845017837,FGF5,ENSMUSG00000029337,Fgf5
ENSCAFG00845017839,ARMC1,ENSMUSG00000027599,Armc1
ENSCAFG00845017840,KCNE4,ENSMUSG00000047330,Kcne4
ENSCAFG00845017841,RORA,ENSMUSG00000032238,Rora
ENSCAFG00845017843,PID1,ENSMUSG00000045658,Pid1
ENSCAFG00845017844,U1,ENSMUSG00000065934,Gm25630
ENSCAFG00845017847,ASGR2,ENSMUSG00000040963,Asgr2
ENSCAFG00845017848,ENSCAFG00845017848,ENSMUSG00000079508,Apoo
ENSCAFG00845017851,CBX5,ENSMUSG00000009575,Cbx5
ENSCAFG00845017855,DEFB119,ENSMUSG00000050645,Defb19
ENSCAFG00845017856,ENSCAFG00845017856,ENSMUSG00000049401,Ogfr
ENSCAFG00845017857,SLC12A5,ENSMUSG00000017740,Slc12a5
ENSCAFG00845017858,CCT7,ENSMUSG00000030007,Cct7
ENSCAFG00845017859,SLC35F4,ENSMUSG00000021852,Slc35f4
ENSCAFG00845017860,NRSN1,ENSMUSG00000048978,Nrsn1
ENSCAFG00845017861,RILPL2,ENSMUSG00000029401,Rilpl2
ENSCAFG00845017862,MKS1,ENSMUSG00000034121,Mks1
ENSCAFG00845017865,GLYAT,ENSMUSG00000063683,Glyat
ENSCAFG00845017866,MUS81,ENSMUSG00000024906,Mus81
ENSCAFG00845017867,VBP1,ENSMUSG00000031197,Vbp1
ENSCAFG00845017868,RELN,ENSMUSG00000042453,Reln
ENSCAFG00845017871,FHIT,ENSMUSG00000060579,Fhit
ENSCAFG00845017872,LRRC19,ENSMUSG00000049799,Lrrc19
ENSCAFG00845017873,BEST3,ENSMUSG00000020169,Best3
ENSCAFG00845017874,SCG2,ENSMUSG00000050711,Scg2
ENSCAFG00845017876,CYB561,ENSMUSG00000019590,Cyb561
ENSCAFG00845017877,SDR42E1,ENSMUSG00000034308,Sdr42e1
ENSCAFG00845017878,NUP58,ENSMUSG00000114797,Gm49336
ENSCAFG00845017878,NUP58,ENSMUSG00000063895,Nupl1
ENSCAFG00845017879,TAP2,ENSMUSG00000024339,Tap2
ENSCAFG00845017885,U6,ENSMUSG00000118868,Gm22246
ENSCAFG00845017886,CPLX3,ENSMUSG00000039714,Cplx3
ENSCAFG00845017888,ENSCAFG00845017888,ENSMUSG00000069607,Cd300ld3
ENSCAFG00845017888,ENSCAFG00845017888,ENSMUSG00000069609,Cd300ld4
ENSCAFG00845017888,ENSCAFG00845017888,ENSMUSG00000034641,Cd300ld
ENSCAFG00845017888,ENSCAFG00845017888,ENSMUSG00000089722,Cd300ld5
ENSCAFG00845017888,ENSCAFG00845017888,ENSMUSG00000047798,Cd300lf
ENSCAFG00845017888,ENSCAFG00845017888,ENSMUSG00000089753,Cd300ld2
ENSCAFG00845017892,ENSCAFG00845017892,ENSMUSG00000033416,Gucd1
ENSCAFG00845017893,LIN7C,ENSMUSG00000027162,Lin7c
ENSCAFG00845017895,DEFB121,ENSMUSG00000052554,Defb34
ENSCAFG00845017895,DEFB121,ENSMUSG00000048500,Defb15
ENSCAFG00845017895,DEFB121,ENSMUSG00000027468,Defb22
ENSCAFG00845017897,DOK1,ENSMUSG00000068335,Dok1
ENSCAFG00845017898,SLC22A23,ENSMUSG00000038267,Slc22a23
ENSCAFG00845017899,GPR156,ENSMUSG00000046961,Gpr156
ENSCAFG00845017900,UST,ENSMUSG00000047712,Ust
ENSCAFG00845017903,NOG,ENSMUSG00000048616,Nog
ENSCAFG00845017904,ENSCAFG00845017904,ENSMUSG00000027973,1700006A11Rik
ENSCAFG00845017904,ENSCAFG00845017904,ENSMUSG00000074655,Gm1527
ENSCAFG00845017905,RRBP1,ENSMUSG00000027422,Rrbp1
ENSCAFG00845017907,DCDC2,ENSMUSG00000035910,Dcdc2a
ENSCAFG00845017908,TNFAIP2,ENSMUSG00000021281,Tnfaip2
ENSCAFG00845017910,OR4C21,ENSMUSG00000075072,Olfr48
ENSCAFG00845017912,ENSCAFG00845017912,ENSMUSG00000074946,Olfr1313
ENSCAFG00845017912,ENSCAFG00845017912,ENSMUSG00000109033,Olfr1315-ps1
ENSCAFG00845017912,ENSCAFG00845017912,ENSMUSG00000109801,Olfr1316
ENSCAFG00845017912,ENSCAFG00845017912,ENSMUSG00000074947,Olfr1312
ENSCAFG00845017912,ENSCAFG00845017912,ENSMUSG00000096566,Olfr1306
ENSCAFG00845017912,ENSCAFG00845017912,ENSMUSG00000074945,Olfr1314
ENSCAFG00845017912,ENSCAFG00845017912,ENSMUSG00000074952,Olfr1308
ENSCAFG00845017912,ENSCAFG00845017912,ENSMUSG00000094747,Olfr1307
ENSCAFG00845017913,ENSCAFG00845017913,ENSMUSG00000077921,Mir872
ENSCAFG00845017918,MRPL32,ENSMUSG00000015672,Mrpl32
ENSCAFG00845017919,U6,ENSMUSG00000064408,Gm23924
ENSCAFG00845017919,U6,ENSMUSG00000119288,Gm25737
ENSCAFG00845017919,U6,ENSMUSG00000119807,Gm24803
ENSCAFG00845017919,U6,ENSMUSG00000119307,Gm24693
ENSCAFG00845017919,U6,ENSMUSG00000118970,Gm25709
ENSCAFG00845017919,U6,ENSMUSG00000119756,Gm22682
ENSCAFG00845017919,U6,ENSMUSG00000096423,Gm24978
ENSCAFG00845017920,CFAP299,ENSMUSG00000057816,Cfap299
ENSCAFG00845017921,CHN2,ENSMUSG00000004633,Chn2
ENSCAFG00845017922,U6,ENSMUSG00000119503,Gm22911
ENSCAFG00845017928,ENSCAFG00845017928,ENSMUSG00000038412,Higd1a
ENSCAFG00845017929,ENSCAFG00845017929,ENSMUSG00000026087,Mrpl30
ENSCAFG00845017930,PODN,ENSMUSG00000028600,Podn
ENSCAFG00845017934,C17orf67,ENSMUSG00000072553,Gm525
ENSCAFG00845017939,ULK3,ENSMUSG00000032308,Ulk3
ENSCAFG00845017940,ENSCAFG00845017940,ENSMUSG00000028820,Sfpq
ENSCAFG00845017942,FGF1,ENSMUSG00000036585,Fgf1
ENSCAFG00845017945,MCMBP,ENSMUSG00000048170,Mcmbp
ENSCAFG00845017949,PLCG2,ENSMUSG00000034330,Plcg2
ENSCAFG00845017951,ENSCAFG00845017951,ENSMUSG00000048498,Cd300e
ENSCAFG00845017959,OR9A8,ENSMUSG00000045479,Olfr459
ENSCAFG00845017960,OR4C12C,ENSMUSG00000068806,Olfr1259
ENSCAFG00845017960,OR4C12C,ENSMUSG00000045148,Olfr1255
ENSCAFG00845017961,SMUG1,ENSMUSG00000036061,Smug1
ENSCAFG00845017963,OR2AD2,ENSMUSG00000045474,Olfr1368
ENSCAFG00845017964,ENSCAFG00845017964,ENSMUSG00000021302,Ggps1
ENSCAFG00845017965,RAB39B,ENSMUSG00000031202,Rab39b
ENSCAFG00845017966,RACGAP1,ENSMUSG00000023015,Racgap1
ENSCAFG00845017968,SBNO1,ENSMUSG00000038095,Sbno1
ENSCAFG00845017969,BDNF,ENSMUSG00000048482,Bdnf
ENSCAFG00845017971,DNER,ENSMUSG00000036766,Dner
ENSCAFG00845017972,ATP2A3,ENSMUSG00000020788,Atp2a3
ENSCAFG00845017973,ENSCAFG00845017973,ENSMUSG00000108891,Olfr1291-ps1
ENSCAFG00845017973,ENSCAFG00845017973,ENSMUSG00000108908,Olfr1293-ps
ENSCAFG00845017973,ENSCAFG00845017973,ENSMUSG00000061195,Olfr1289
ENSCAFG00845017974,L3MBTL2,ENSMUSG00000022394,L3mbtl2
ENSCAFG00845017975,TMEM132A,ENSMUSG00000034659,Tmem109
ENSCAFG00845017976,SKOR1,ENSMUSG00000022245,Skor1
ENSCAFG00845017980,ENSCAFG00845017980,ENSMUSG00000047104,Pbp2
ENSCAFG00845017981,TBC1D23,ENSMUSG00000022749,Tbc1d23
ENSCAFG00845017987,ENSCAFG00845017987,ENSMUSG00000073643,Wdfy1
ENSCAFG00845017988,PSMA2,ENSMUSG00000015671,Psma2
ENSCAFG00845017989,ENSCAFG00845017989,ENSMUSG00000041782,Lad1
ENSCAFG00845017990,MAPK4,ENSMUSG00000024558,Mapk4
ENSCAFG00845017991,ENSCAFG00845017991,ENSMUSG00000010529,Gm266
ENSCAFG00845017992,OR4C45B,ENSMUSG00000051313,Olfr1262
ENSCAFG00845017992,OR4C45B,ENSMUSG00000059112,Olfr1263
ENSCAFG00845017992,OR4C45B,ENSMUSG00000061295,Olfr1261
ENSCAFG00845017996,BMP3,ENSMUSG00000029335,Bmp3
ENSCAFG00845018000,ENSCAFG00845018000,ENSMUSG00000065424,Mir9-2
ENSCAFG00845018002,CYP4A11,ENSMUSG00000028715,Cyp4a14
ENSCAFG00845018002,CYP4A11,ENSMUSG00000066071,Cyp4a12a
ENSCAFG00845018002,CYP4A11,ENSMUSG00000083138,Cyp4a29
ENSCAFG00845018002,CYP4A11,ENSMUSG00000078597,Cyp4a12b
ENSCAFG00845018003,DEFB122,ENSMUSG00000062124,Defb45
ENSCAFG00845018006,ADAMTS1,ENSMUSG00000022893,Adamts1
ENSCAFG00845018008,GLYR1,ENSMUSG00000022536,Glyr1
ENSCAFG00845018010,COL9A3,ENSMUSG00000027570,Col9a3
ENSCAFG00845018012,DGKE,ENSMUSG00000000276,Dgke
ENSCAFG00845018013,OR2W1,ENSMUSG00000071522,Olfr263
ENSCAFG00845018013,OR2W1,ENSMUSG00000060404,Olfr1369-ps1
ENSCAFG00845018015,ENSCAFG00845018015,ENSMUSG00000031927,1700012B09Rik
ENSCAFG00845018020,MTFR1,ENSMUSG00000027601,Mtfr1
ENSCAFG00845018021,KEL,ENSMUSG00000029866,Kel
ENSCAFG00845018022,KBTBD12,ENSMUSG00000033182,Kbtbd12
ENSCAFG00845018025,TSC22D3,ENSMUSG00000031431,Tsc22d3
ENSCAFG00845018026,ENSCAFG00845018026,ENSMUSG00000027973,1700006A11Rik
ENSCAFG00845018026,ENSCAFG00845018026,ENSMUSG00000074655,Gm1527
ENSCAFG00845018027,GABRB3,ENSMUSG00000033676,Gabrb3
ENSCAFG00845018028,OR4G11,ENSMUSG00000044039,Olfr1288
ENSCAFG00845018029,ULK4,ENSMUSG00000040936,Ulk4
ENSCAFG00845018040,CPNE3,ENSMUSG00000028228,Cpne3
ENSCAFG00845018042,ENSCAFG00845018042,ENSMUSG00000064530,Gm23613
ENSCAFG00845018042,ENSCAFG00845018042,ENSMUSG00000065692,Gm25410
ENSCAFG00845018042,ENSCAFG00845018042,ENSMUSG00000064609,Gm25635
ENSCAFG00845018042,ENSCAFG00845018042,ENSMUSG00000064410,Gm22247
ENSCAFG00845018042,ENSCAFG00845018042,ENSMUSG00000065728,Gm26175
ENSCAFG00845018042,ENSCAFG00845018042,ENSMUSG00000064442,Gm26225
ENSCAFG00845018042,ENSCAFG00845018042,ENSMUSG00000089014,Gm25520
ENSCAFG00845018043,MITD1,ENSMUSG00000026088,Mitd1
ENSCAFG00845018045,TAB2,ENSMUSG00000015755,Tab2
ENSCAFG00845018046,OR14J1,ENSMUSG00000050613,Olfr125
ENSCAFG00845018047,ENSCAFG00845018047,ENSMUSG00000038982,Bloc1s5
ENSCAFG00845018055,TEK,ENSMUSG00000006386,Tek
ENSCAFG00845018056,ENSCAFG00845018056,ENSMUSG00000104213,Ighd
ENSCAFG00845018058,PRPF19,ENSMUSG00000024735,Prpf19
ENSCAFG00845018062,RNF151,ENSMUSG00000008482,Rnf151
ENSCAFG00845018064,ENSCAFG00845018064,ENSMUSG00000069607,Cd300ld3
ENSCAFG00845018064,ENSCAFG00845018064,ENSMUSG00000069609,Cd300ld4
ENSCAFG00845018064,ENSCAFG00845018064,ENSMUSG00000034641,Cd300ld
ENSCAFG00845018064,ENSCAFG00845018064,ENSMUSG00000089722,Cd300ld5
ENSCAFG00845018064,ENSCAFG00845018064,ENSMUSG00000047798,Cd300lf
ENSCAFG00845018064,ENSCAFG00845018064,ENSMUSG00000089753,Cd300ld2
ENSCAFG00845018065,CFL1,ENSMUSG00000056201,Cfl1
ENSCAFG00845018066,RRP1B,ENSMUSG00000058392,Rrp1b
ENSCAFG00845018070,OR10C1,ENSMUSG00000049561,Olfr95
ENSCAFG00845018072,LRRC58,ENSMUSG00000034158,Lrrc58
ENSCAFG00845018074,U6,ENSMUSG00000119039,Gm22287
ENSCAFG00845018075,STRN,ENSMUSG00000024077,Strn
ENSCAFG00845018076,OR4K5,ENSMUSG00000049011,Olfr729
ENSCAFG00845018078,NDUFB8,ENSMUSG00000025204,Ndufb8
ENSCAFG00845018079,FAT1,ENSMUSG00000070047,Fat1
ENSCAFG00845018081,ACP5,ENSMUSG00000001348,Acp5
ENSCAFG00845018083,HPGD,ENSMUSG00000031613,Hpgd
ENSCAFG00845018084,OTX1,ENSMUSG00000005917,Otx1
ENSCAFG00845018085,NR2C2AP,ENSMUSG00000071078,Nr2c2ap
ENSCAFG00845018087,EEF1E1,ENSMUSG00000001707,Eef1e1
ENSCAFG00845018088,PRKG2,ENSMUSG00000029334,Prkg2
ENSCAFG00845018089,ECM1,ENSMUSG00000028108,Ecm1
ENSCAFG00845018090,C7orf25,ENSMUSG00000039182,AW209491
ENSCAFG00845018091,ARMH4,ENSMUSG00000036242,Armh4
ENSCAFG00845018094,HOXC4,ENSMUSG00000075394,Hoxc4
ENSCAFG00845018095,ADAMTS5,ENSMUSG00000022894,Adamts5
ENSCAFG00845018096,LOXL3,ENSMUSG00000000693,Loxl3
ENSCAFG00845018097,CD28,ENSMUSG00000026012,Cd28
ENSCAFG00845018098,COA7,ENSMUSG00000048351,Coa7
ENSCAFG00845018101,RAPGEF1,ENSMUSG00000039844,Rapgef1
ENSCAFG00845018102,CFAP20DC,ENSMUSG00000021747,Cfap20dc
ENSCAFG00845018106,SYK,ENSMUSG00000021457,Syk
ENSCAFG00845018108,ENSCAFG00845018108,ENSMUSG00000040048,Ndufb10
ENSCAFG00845018109,CYP4B1,ENSMUSG00000028713,Cyp4b1
ENSCAFG00845018110,ENSCAFG00845018110,ENSMUSG00000050030,Olfr728
ENSCAFG00845018113,KLHL13,ENSMUSG00000036782,Klhl13
ENSCAFG00845018115,TAF1,ENSMUSG00000031314,Taf1
ENSCAFG00845018116,LIPT1,ENSMUSG00000037216,Lipt1
ENSCAFG00845018117,KIF18A,ENSMUSG00000027115,Kif18a
ENSCAFG00845018123,SCP2,ENSMUSG00000028603,Scp2
ENSCAFG00845018125,ENSCAFG00845018125,ENSMUSG00000021243,Fcf1
ENSCAFG00845018128,RHOBTB2,ENSMUSG00000022075,Rhobtb2
ENSCAFG00845018130,ENSCAFG00845018130,ENSMUSG00000069607,Cd300ld3
ENSCAFG00845018130,ENSCAFG00845018130,ENSMUSG00000069609,Cd300ld4
ENSCAFG00845018130,ENSCAFG00845018130,ENSMUSG00000034641,Cd300ld
ENSCAFG00845018130,ENSCAFG00845018130,ENSMUSG00000089722,Cd300ld5
ENSCAFG00845018130,ENSCAFG00845018130,ENSMUSG00000047798,Cd300lf
ENSCAFG00845018130,ENSCAFG00845018130,ENSMUSG00000089753,Cd300ld2
ENSCAFG00845018131,TMEM161B,ENSMUSG00000035762,Tmem161b
ENSCAFG00845018137,TALDO1,ENSMUSG00000025503,Taldo1
ENSCAFG00845018138,SLITRK3,ENSMUSG00000048304,Slitrk3
ENSCAFG00845018139,BICD1,ENSMUSG00000003452,Bicd1
ENSCAFG00845018140,IGHM,ENSMUSG00000076617,Ighm
ENSCAFG00845018141,NAP1L5,ENSMUSG00000055430,Nap1l5
ENSCAFG00845018144,HOXC5,ENSMUSG00000022485,Hoxc5
ENSCAFG00845018145,ENSCAFG00845018145,ENSMUSG00000059816,Shisal2a
ENSCAFG00845018146,CBD123,ENSMUSG00000044863,Defb36
ENSCAFG00845018147,ELOF1,ENSMUSG00000013822,Elof1
ENSCAFG00845018149,RAB3IP,ENSMUSG00000064181,Rab3ip
ENSCAFG00845018153,PARP3,ENSMUSG00000023249,Parp3
ENSCAFG00845018154,ENSCAFG00845018154,ENSMUSG00000029867,Llcfc1
ENSCAFG00845018159,SNORD22,ENSMUSG00000065087,Snord22
ENSCAFG00845018159,SNORD22,ENSMUSG00000089350,Gm25487
ENSCAFG00845018160,FAM76B,ENSMUSG00000037808,Fam76b
ENSCAFG00845018161,S1PR2,ENSMUSG00000043895,S1pr2
ENSCAFG00845018163,HIF1AN,ENSMUSG00000036450,Hif1an
ENSCAFG00845018164,SEMA6D,ENSMUSG00000027200,Sema6d
ENSCAFG00845018169,OR4X1,ENSMUSG00000082574,Olfr1268-ps1
ENSCAFG00845018170,ENSCAFG00845018170,ENSMUSG00000109813,Olfr1279
ENSCAFG00845018170,ENSCAFG00845018170,ENSMUSG00000108931,Olfr1284
ENSCAFG00845018171,ENSCAFG00845018171,ENSMUSG00000076010,Mir615
ENSCAFG00845018174,FBXO41,ENSMUSG00000047013,Fbxo41
ENSCAFG00845018177,ZC3H12D,ENSMUSG00000039981,Zc3h12d
ENSCAFG00845018179,SCAMP2,ENSMUSG00000040188,Scamp2
ENSCAFG00845018180,ENSCAFG00845018180,ENSMUSG00000027479,Mapre1
ENSCAFG00845018182,TRIM25,ENSMUSG00000000275,Trim25
ENSCAFG00845018183,ENSCAFG00845018183,ENSMUSG00000046364,Rpl27a
ENSCAFG00845018184,ENSCAFG00845018184,ENSMUSG00000089255,Snora78
ENSCAFG00845018185,BORCS8,ENSMUSG00000002345,Borcs8
ENSCAFG00845018193,ENSCAFG00845018193,ENSMUSG00000021411,Pxdc1
ENSCAFG00845018194,GPX7,ENSMUSG00000028597,Gpx7
ENSCAFG00845018195,PTGDR2,ENSMUSG00000034117,Ptgdr2
ENSCAFG00845018196,CNGB3,ENSMUSG00000056494,Cngb3
ENSCAFG00845018197,SNX32,ENSMUSG00000056185,Snx32
ENSCAFG00845018198,ENSCAFG00845018198,ENSMUSG00000034652,Cd300a
ENSCAFG00845018199,OR4X2,ENSMUSG00000082980,Olfr1274
ENSCAFG00845018199,OR4X2,ENSMUSG00000084336,Olfr1269
ENSCAFG00845018199,OR4X2,ENSMUSG00000075064,Olfr1506
ENSCAFG00845018199,OR4X2,ENSMUSG00000059910,Olfr1265
ENSCAFG00845018199,OR4X2,ENSMUSG00000075067,Olfr1267-ps1
ENSCAFG00845018199,OR4X2,ENSMUSG00000089859,Olfr1565
ENSCAFG00845018202,LPO,ENSMUSG00000009356,Lpo
ENSCAFG00845018203,HOXC6,ENSMUSG00000001661,Hoxc6
ENSCAFG00845018205,TRPV5,ENSMUSG00000036899,Trpv5
ENSCAFG00845018207,ENSCAFG00845018207,ENSMUSG00000076312,Mir499
ENSCAFG00845018208,OR4G18,ENSMUSG00000109813,Olfr1279
ENSCAFG00845018208,OR4G18,ENSMUSG00000108931,Olfr1284
ENSCAFG00845018209,MARK3,ENSMUSG00000021282,Eif5
ENSCAFG00845018211,MRS2,ENSMUSG00000021339,Mrs2
ENSCAFG00845018212,CPA1,ENSMUSG00000054446,Cpa1
ENSCAFG00845018213,MID2,ENSMUSG00000000266,Mid2
ENSCAFG00845018214,CFC1,ENSMUSG00000026124,Cfc1
ENSCAFG00845018215,ENSCAFG00845018215,ENSMUSG00000020472,Zkscan17
ENSCAFG00845018217,ENSCAFG00845018217,ENSMUSG00000054766,Set
ENSCAFG00845018221,RPS2,ENSMUSG00000044533,Rps2
ENSCAFG00845018225,WNT8A,ENSMUSG00000012282,Wnt8a
ENSCAFG00845018226,TCFL5,ENSMUSG00000038932,Tcfl5
ENSCAFG00845018227,CNN1,ENSMUSG00000001349,Cnn1
ENSCAFG00845018229,ENSCAFG00845018229,ENSMUSG00000075002,Ftdc1
ENSCAFG00845018230,OR4G10,ENSMUSG00000074966,Olfr1275
ENSCAFG00845018230,OR4G10,ENSMUSG00000068647,Olfr1278
ENSCAFG00845018230,OR4G10,ENSMUSG00000063844,Olfr1276
ENSCAFG00845018231,DEFB124,ENSMUSG00000074678,Defb25
ENSCAFG00845018233,TMEM87A,ENSMUSG00000033808,Tmem87a
ENSCAFG00845018235,ENSCAFG00845018235,ENSMUSG00000044217,Aqp5
ENSCAFG00845018237,HOXC8,ENSMUSG00000001657,Hoxc8
ENSCAFG00845018238,PANK4,ENSMUSG00000029056,Pank4
ENSCAFG00845018240,GLI3,ENSMUSG00000021318,Gli3
ENSCAFG00845018242,ENSCAFG00845018242,ENSMUSG00000053916,Nanp
ENSCAFG00845018243,SEC23IP,ENSMUSG00000055319,Sec23ip
ENSCAFG00845018244,SEC61A1,ENSMUSG00000030082,Sec61a1
ENSCAFG00845018245,OR4B1E,ENSMUSG00000080809,Olfr1273-ps
ENSCAFG00845018245,OR4B1E,ENSMUSG00000075062,Olfr1271
ENSCAFG00845018245,OR4B1E,ENSMUSG00000075065,Olfr1270
ENSCAFG00845018245,OR4B1E,ENSMUSG00000075066,Olfr32
ENSCAFG00845018245,OR4B1E,ENSMUSG00000075061,Olfr1272
ENSCAFG00845018245,OR4B1E,ENSMUSG00000075063,Olfr142
ENSCAFG00845018246,DNMT1,ENSMUSG00000004099,Dnmt1
ENSCAFG00845018247,PPIL4,ENSMUSG00000015757,Ppil4
ENSCAFG00845018248,ATP5MC3,ENSMUSG00000018770,Atp5g3
ENSCAFG00845018249,OR4N5,ENSMUSG00000048933,Olfr722
ENSCAFG00845018251,RNF112,ENSMUSG00000010086,Rnf112
ENSCAFG00845018252,CTLA4,ENSMUSG00000026011,Ctla4
ENSCAFG00845018253,MEF2B,ENSMUSG00000079033,Mef2b
ENSCAFG00845018254,SPTY2D1,ENSMUSG00000049516,Spty2d1
ENSCAFG00845018255,PRADC1,ENSMUSG00000030008,Pradc1
ENSCAFG00845018258,TAF7L,ENSMUSG00000009596,Taf7l
ENSCAFG00845018258,TAF7L,ENSMUSG00000074734,Taf7l2
ENSCAFG00845018260,ENSCAFG00845018260,ENSMUSG00000064493,Snora28
ENSCAFG00845018261,ENSCAFG00845018261,ENSMUSG00000006699,Cdc42
ENSCAFG00845018263,COIL,ENSMUSG00000033983,Coil
ENSCAFG00845018264,ACTR10,ENSMUSG00000021076,Actr10
ENSCAFG00845018265,GLRA3,ENSMUSG00000038257,Glra3
ENSCAFG00845018266,WDPCP,ENSMUSG00000020319,Wdpcp
ENSCAFG00845018268,FSTL1,ENSMUSG00000022816,Fstl1
ENSCAFG00845018270,SPHK1,ENSMUSG00000061878,Sphk1
ENSCAFG00845018271,SENP2,ENSMUSG00000022855,Senp2
ENSCAFG00845018274,LANCL1,ENSMUSG00000026000,Lancl1
ENSCAFG00845018276,CCN6,ENSMUSG00000062074,Ccn6
ENSCAFG00845018277,RRP9,ENSMUSG00000041506,Rrp9
ENSCAFG00845018280,ENSCAFG00845018280,ENSMUSG00000021178,Psmc1
ENSCAFG00845018281,ENSCAFG00845018281,ENSMUSG00000077709,Snora64
ENSCAFG00845018282,ENSCAFG00845018282,ENSMUSG00000036139,Hoxc9
ENSCAFG00845018286,SCN7A,ENSMUSG00000034810,Scn7a
ENSCAFG00845018287,ENSCAFG00845018287,ENSMUSG00000044442,N6amt1
ENSCAFG00845018288,MTMR6,ENSMUSG00000021987,Mtmr6
ENSCAFG00845018289,CNTF,ENSMUSG00000118491,Gm44505
ENSCAFG00845018289,CNTF,ENSMUSG00000024695,Zfp91
ENSCAFG00845018290,GATD1,ENSMUSG00000051007,Gatd1
ENSCAFG00845018292,NIT2,ENSMUSG00000022751,Nit2
ENSCAFG00845018294,AGA,ENSMUSG00000031521,Aga
ENSCAFG00845018297,TRPC4AP,ENSMUSG00000038324,Trpc4ap
ENSCAFG00845018298,ARHGAP26,ENSMUSG00000118193,Arhgap26
ENSCAFG00845018299,ENSCAFG00845018299,ENSMUSG00000032788,Pdxk
ENSCAFG00845018300,REM1,ENSMUSG00000000359,Rem1
ENSCAFG00845018301,ENSCAFG00845018301,ENSMUSG00000077463,Gm26418
ENSCAFG00845018303,CYP26C1,ENSMUSG00000062432,Cyp26c1
ENSCAFG00845018304,CLEC10A,ENSMUSG00000020884,Asgr1
ENSCAFG00845018306,U6,ENSMUSG00000087966,Gm25390
ENSCAFG00845018310,ENSCAFG00845018310,ENSMUSG00000051804,Adam6b
ENSCAFG00845018310,ENSCAFG00845018310,ENSMUSG00000043945,Adam6a
ENSCAFG00845018311,CPA5,ENSMUSG00000029788,Cpa5
ENSCAFG00845018313,SLC35B3,ENSMUSG00000021432,Slc35b3
ENSCAFG00845018314,ENSCAFG00845018314,ENSMUSG00000028076,Cd1d1
ENSCAFG00845018314,ENSCAFG00845018314,ENSMUSG00000041750,Cd1d2
ENSCAFG00845018315,PDE7A,ENSMUSG00000069094,Pde7a
ENSCAFG00845018316,SMYD5,ENSMUSG00000033706,Smyd5
ENSCAFG00845018317,U6,ENSMUSG00000088068,Gm47290
ENSCAFG00845018318,TSGA10,ENSMUSG00000060771,Tsga10
ENSCAFG00845018319,PIAS1,ENSMUSG00000032405,Pias1
ENSCAFG00845018320,ENSCAFG00845018320,ENSMUSG00000065488,Mir196a-2
ENSCAFG00845018321,ATP10A,ENSMUSG00000025324,Atp10a
ENSCAFG00845018322,TRPV6,ENSMUSG00000029868,Trpv6
ENSCAFG00845018323,VPS13C,ENSMUSG00000035284,Vps13c
ENSCAFG00845018325,TMEM86A,ENSMUSG00000010307,Tmem86a
ENSCAFG00845018326,CDK2AP1,ENSMUSG00000029394,Cdk2ap1
ENSCAFG00845018326,CDK2AP1,ENSMUSG00000078154,Gm12184
ENSCAFG00845018327,TMTC3,ENSMUSG00000036676,Tmtc3
ENSCAFG00845018329,ENSCAFG00845018329,ENSMUSG00000021660,Btf3
ENSCAFG00845018330,ENSCAFG00845018330,ENSMUSG00000034566,Atp5h
ENSCAFG00845018332,AMER3,ENSMUSG00000045174,Amer3
ENSCAFG00845018333,EFCAB14,ENSMUSG00000034210,Efcab14
ENSCAFG00845018334,U6,ENSMUSG00000088068,Gm47290
ENSCAFG00845018335,ENSCAFG00845018335,ENSMUSG00000044811,Cd300c2
ENSCAFG00845018335,ENSCAFG00845018335,ENSMUSG00000058728,Cd300c
ENSCAFG00845018336,ACE,ENSMUSG00000020681,Ace
ENSCAFG00845018338,NCOA5,ENSMUSG00000039804,Ncoa5
ENSCAFG00845018339,ENSCAFG00845018339,ENSMUSG00000024732,Ccdc86
ENSCAFG00845018341,TNNT2,ENSMUSG00000026414,Tnnt2
ENSCAFG00845018342,HOXC13,ENSMUSG00000022484,Hoxc10
ENSCAFG00845018343,OR4F63,ENSMUSG00000049758,Olfr1318
ENSCAFG00845018343,OR4F63,ENSMUSG00000050776,Olfr1317
ENSCAFG00845018344,ENSCAFG00845018344,ENSMUSG00000051804,Adam6b
ENSCAFG00845018344,ENSCAFG00845018344,ENSMUSG00000043945,Adam6a
ENSCAFG00845018345,U6,ENSMUSG00000089346,Gm22663
ENSCAFG00845018347,NLRP3,ENSMUSG00000032691,Nlrp3
ENSCAFG00845018353,PSMB8,ENSMUSG00000037321,Tap1
ENSCAFG00845018354,METTL15,ENSMUSG00000057234,Mettl15
ENSCAFG00845018355,NME5,ENSMUSG00000035984,Nme5
ENSCAFG00845018356,PPL,ENSMUSG00000022540,Rogdi
